drug_name,pubchem_id,smile,micro_name,micro_tid,dis_Sname,dis_MESH
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Lachnospiraceae,186803,Diarrhea,MESH:D003967
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Firmicutes,1239,Ovarian Neoplasms,MESH:D010051
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Actinobacteria,1760,Ovarian Neoplasms,MESH:D010051
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Enterobacteriaceae,543,Uterine Cervical Neoplasms,MESH:D002583
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Lactobacillus,1578,Uterine Cervical Neoplasms,MESH:D002583
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Firmicutes,1239,Uterine Cervical Neoplasms,MESH:D002583
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Streptococcaceae,1300,Uterine Cervical Neoplasms,MESH:D002583
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Pseudomonas,286,Uterine Cervical Neoplasms,MESH:D002583
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Roseburia,841,Uterine Cervical Neoplasms,MESH:D002583
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Staphylococcaceae,90964,Uterine Cervical Neoplasms,MESH:D002583
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Anaerostipes,207244,Uterine Cervical Neoplasms,MESH:D002583
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Lachnospiraceae,186803,Uterine Cervical Neoplasms,MESH:D002583
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Pseudomonadaceae,135621,Uterine Cervical Neoplasms,MESH:D002583
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Lactobacillus,1578,"Cystitis, Interstitial",MESH:D018856
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Coprococcus,33042,"Cystitis, Interstitial",MESH:D018856
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Enterococcus,1350,"Cystitis, Interstitial",MESH:D018856
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Roseburia,841,Hyperlipidemias,MESH:D006949
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Lactobacillus,1578,"Scleroderma, Systemic",MESH:D012595
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Actinobacteria,1760,"Scleroderma, Systemic",MESH:D012595
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Enterobacteriaceae,543,Pneumonia,MESH:D011014
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Pseudomonas aeruginosa,287,Pneumonia,MESH:D011014
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Streptococcaceae,1300,Granulomatosis with Polyangiitis,MESH:D014890
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Staphylococcaceae,90964,Granulomatosis with Polyangiitis,MESH:D014890
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Lactobacillus,1578,"Dermatitis, Atopic",MESH:D003876
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Coprococcus,33042,"Dermatitis, Atopic",MESH:D003876
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Pseudomonas,286,"Dermatitis, Atopic",MESH:D003876
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Roseburia,841,"Dermatitis, Atopic",MESH:D003876
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Anaerostipes,207244,"Dermatitis, Atopic",MESH:D003876
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Lachnospiraceae,186803,"Dermatitis, Atopic",MESH:D003876
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Lactobacillus,1578,Heart Failure,MESH:D006333
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Enterococcus,1350,Heart Failure,MESH:D006333
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Anaerostipes,207244,Heart Failure,MESH:D006333
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Enterobacteriaceae,543,Fibrosis,MESH:D005355
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Coriobacteriaceae,84107,Fibrosis,MESH:D005355
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Lactobacillaceae,33958,Fibrosis,MESH:D005355
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Actinobacteria,1760,Fibrosis,MESH:D005355
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Roseburia faecis,301302,Fibrosis,MESH:D005355
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Streptococcaceae,1300,Fibrosis,MESH:D005355
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Pseudomonas,286,Fibrosis,MESH:D005355
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Staphylococcaceae,90964,Fibrosis,MESH:D005355
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Lachnospiraceae,186803,Fibrosis,MESH:D005355
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Firmicutes,1239,Atrial Fibrillation,MESH:D001281
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Roseburia,841,Atrial Fibrillation,MESH:D001281
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Bacteroidetes,976,Atrial Fibrillation,MESH:D001281
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Mollicutes,31969,Hypertension,MESH:D006973
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Alistipes indistinctus,626932,Hypertension,MESH:D006973
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Coprococcus,33042,Hypertension,MESH:D006973
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Streptococcaceae,1300,Hypertension,MESH:D006973
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Roseburia,841,Hypertension,MESH:D006973
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Clostridia,186801,Hypertension,MESH:D006973
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Enterobacteriaceae,543,Liver Cirrhosis,MESH:D008103
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Lactobacillus,1578,Liver Cirrhosis,MESH:D008103
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Coriobacteriaceae,84107,Liver Cirrhosis,MESH:D008103
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Actinobacteria,1760,Liver Cirrhosis,MESH:D008103
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Coprococcus,33042,Liver Cirrhosis,MESH:D008103
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Streptococcaceae,1300,Liver Cirrhosis,MESH:D008103
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Roseburia,841,Liver Cirrhosis,MESH:D008103
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Lachnospiraceae,186803,Liver Cirrhosis,MESH:D008103
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Bacilli,91061,Liver Cirrhosis,MESH:D008103
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Bacteroidetes,976,Liver Cirrhosis,MESH:D008103
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Enterobacteriaceae,543,Constipation,MESH:D003248
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Prevotellaceae,171552,Constipation,MESH:D003248
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Coriobacteriaceae,84107,Constipation,MESH:D003248
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Firmicutes,1239,Constipation,MESH:D003248
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Actinobacteria,1760,Constipation,MESH:D003248
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Coprococcus,33042,Constipation,MESH:D003248
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Anaerostipes,207244,Constipation,MESH:D003248
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Clostridia,186801,Constipation,MESH:D003248
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Lachnospiraceae,186803,Constipation,MESH:D003248
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Bacteroidetes,976,Constipation,MESH:D003248
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Enterobacteriaceae,543,Lung Neoplasms,MESH:D008175
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Coriobacteriaceae,84107,Lung Neoplasms,MESH:D008175
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Firmicutes,1239,Lung Neoplasms,MESH:D008175
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Actinobacteria,1760,Lung Neoplasms,MESH:D008175
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Roseburia faecis,301302,Lung Neoplasms,MESH:D008175
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Coprococcus,33042,Lung Neoplasms,MESH:D008175
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Streptococcaceae,1300,Lung Neoplasms,MESH:D008175
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Enterococcus,1350,Lung Neoplasms,MESH:D008175
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Staphylococcaceae,90964,Lung Neoplasms,MESH:D008175
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Lachnospiraceae,186803,Lung Neoplasms,MESH:D008175
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Bacilli,91061,Lung Neoplasms,MESH:D008175
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Pseudomonadaceae,135621,Lung Neoplasms,MESH:D008175
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Bacteroidetes,976,Lung Neoplasms,MESH:D008175
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Prevotellaceae,171552,Pancreatic Neoplasms,MESH:D010190
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Lactobacillus,1578,Pancreatic Neoplasms,MESH:D010190
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Alphaproteobacteria,28211,Pancreatic Neoplasms,MESH:D010190
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Coriobacteriaceae,84107,Pancreatic Neoplasms,MESH:D010190
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Lactobacillaceae,33958,Pancreatic Neoplasms,MESH:D010190
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Firmicutes,1239,Pancreatic Neoplasms,MESH:D010190
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Coprococcus,33042,Pancreatic Neoplasms,MESH:D010190
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Pseudomonas,286,Pancreatic Neoplasms,MESH:D010190
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Staphylococcaceae,90964,Pancreatic Neoplasms,MESH:D010190
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Anaerostipes,207244,Pancreatic Neoplasms,MESH:D010190
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Clostridia,186801,Pancreatic Neoplasms,MESH:D010190
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Lachnospiraceae,186803,Pancreatic Neoplasms,MESH:D010190
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Bacteroidia,200643,Pancreatic Neoplasms,MESH:D010190
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Pseudomonadaceae,135621,Pancreatic Neoplasms,MESH:D010190
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Bacteroidetes,976,Pancreatic Neoplasms,MESH:D010190
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Enterobacteriaceae,543,Pemphigus,MESH:D010392
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Coprococcus,33042,Pemphigus,MESH:D010392
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Lachnospiraceae,186803,Pemphigus,MESH:D010392
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Streptococcaceae,1300,Prostatic Neoplasms,MESH:D011471
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Pseudomonas,286,Prostatic Neoplasms,MESH:D011471
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Staphylococcaceae,90964,Prostatic Neoplasms,MESH:D011471
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Enterobacteriaceae,543,Breast Neoplasms,MESH:D001943
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Prevotellaceae,171552,Breast Neoplasms,MESH:D001943
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Lactobacillus,1578,Breast Neoplasms,MESH:D001943
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Alphaproteobacteria,28211,Breast Neoplasms,MESH:D001943
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Coriobacteriaceae,84107,Breast Neoplasms,MESH:D001943
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Lactobacillaceae,33958,Breast Neoplasms,MESH:D001943
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Firmicutes,1239,Breast Neoplasms,MESH:D001943
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Actinobacteria,1760,Breast Neoplasms,MESH:D001943
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Mollicutes,31969,Breast Neoplasms,MESH:D001943
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Coprococcus,33042,Breast Neoplasms,MESH:D001943
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Streptococcaceae,1300,Breast Neoplasms,MESH:D001943
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Enterococcus,1350,Breast Neoplasms,MESH:D001943
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Staphylococcaceae,90964,Breast Neoplasms,MESH:D001943
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Anaerostipes,207244,Breast Neoplasms,MESH:D001943
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Clostridia,186801,Breast Neoplasms,MESH:D001943
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Lachnospiraceae,186803,Breast Neoplasms,MESH:D001943
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Bacteroidia,200643,Breast Neoplasms,MESH:D001943
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Pseudomonadaceae,135621,Breast Neoplasms,MESH:D001943
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Bacteroidetes,976,Breast Neoplasms,MESH:D001943
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Alcaligenaceae,506,Breast Neoplasms,MESH:D001943
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Enterobacteriaceae,543,Cholestasis,MESH:D002779
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Roseburia,841,Cholestasis,MESH:D002779
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Anaerostipes,207244,Cholestasis,MESH:D002779
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Coprococcus,33042,Behcet Syndrome,MESH:D001528
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Roseburia,841,Behcet Syndrome,MESH:D001528
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Lachnospiraceae,186803,Behcet Syndrome,MESH:D001528
Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Bacteroidetes,976,Behcet Syndrome,MESH:D001528
Sodium ascorbate,23667548,C(C(C1C(=C(C(=O)O1)O)[O-])O)O.[Na+],Pseudomonas aeruginosa,287,Urinary Bladder Neoplasms,MESH:D001749
Cefadroxil,47965,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,Clostridium,1485,"Vaginosis, Bacterial",MESH:D016585
Cefoxitin,441199,COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3,Pseudomonas,286,Stevens-Johnson Syndrome,MESH:D013262
Cefoxitin,441199,COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3,Enterobacteriaceae,543,Infections,MESH:D007239
Cefoxitin,441199,COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3,Staphylococcus aureus,1280,Infections,MESH:D007239
Cefoxitin,441199,COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3,Lactobacillus,1578,Diarrhea,MESH:D003967
Cefoxitin,441199,COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3,Bifidobacterium,1678,Diarrhea,MESH:D003967
Cefoxitin,441199,COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3,Escherichia,561,Gonorrhea,MESH:D006069
Cefoxitin,441199,COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3,Pseudomonas,286,Gonorrhea,MESH:D006069
Digitoxin,441207,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,Clostridium sp.,1506,Heart Failure,MESH:D006333
Digitoxin,441207,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,Clostridium sp.,1506,Hypertension,MESH:D006973
Morphine,5288826,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,Pseudomonas aeruginosa,287,Acute Chest Syndrome,MESH:D056586
Pyrimethamine,4993,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,Veillonella parvula,29466,Kidney Calculi,MESH:D007669
Pyrimethamine,4993,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,Bacteroides ovatus,28116,Kidney Calculi,MESH:D007669
Amikacin,37768,C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N,Escherichia coli,562,Ischemia,MESH:D007511
Amikacin,37768,C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N,Escherichia coli,562,Pneumonia,MESH:D011014
Amikacin,37768,C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N,Escherichia coli,562,Cystic Fibrosis,MESH:D003550
Amikacin,37768,C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N,Proteus vulgaris,585,Urinary Tract Infections,MESH:D014552
Dapsone,2955,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,Mycobacterium leprae,1769,Leprosy,MESH:D007918
Nifuroxazide,5337997,C1=CC(=CC=C1C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])O,Roseburia intestinalis,166486,Fibrosis,MESH:D005355
Nifuroxazide,5337997,C1=CC(=CC=C1C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])O,Roseburia hominis,301301,Fibrosis,MESH:D005355
Nifuroxazide,5337997,C1=CC(=CC=C1C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])O,Bifidobacterium longum,216816,Fibrosis,MESH:D005355
Nifuroxazide,5337997,C1=CC(=CC=C1C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])O,Streptococcus salivarius,1304,Fibrosis,MESH:D005355
Nifuroxazide,5337997,C1=CC(=CC=C1C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])O,Veillonella parvula,29466,Fibrosis,MESH:D005355
Nifuroxazide,5337997,C1=CC(=CC=C1C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])O,Streptococcus parasanguinis,1318,Fibrosis,MESH:D005355
Nifuroxazide,5337997,C1=CC(=CC=C1C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])O,Bacteroides uniformis,820,Fibrosis,MESH:D005355
Nifuroxazide,5337997,C1=CC(=CC=C1C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])O,Parabacteroides distasonis,823,Fibrosis,MESH:D005355
Nifuroxazide,5337997,C1=CC(=CC=C1C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])O,Parabacteroides merdae,46503,Fibrosis,MESH:D005355
Caffeic acid,689043,C1=CC(=C(C=C1C=CC(=O)O)O)O,Escherichia coli,562,Atherosclerosis,MESH:D050197
Silver sulfadiazine,441244,C1=CN=C(N=C1)[N-]S(=O)(=O)C2=CC=C(C=C2)N.[Ag+],Staphylococcus aureus,1280,Infections,MESH:D007239
Fluvoxamine maleate,9560989,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F.C(=CC(=O)O)C(=O)O,Clostridium sp.,1506,Stevens-Johnson Syndrome,MESH:D013262
Fluvoxamine maleate,9560989,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F.C(=CC(=O)O)C(=O)O,Clostridium sp.,1506,Alzheimer Disease,MESH:D000544
Fluvoxamine maleate,9560989,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F.C(=CC(=O)O)C(=O)O,Clostridium sp.,1506,Obesity,MESH:D009765
Fluvoxamine maleate,9560989,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F.C(=CC(=O)O)C(=O)O,Clostridium sp.,1506,"Depressive Disorder, Major",MESH:D003865
Nickel,935,[Ni],Lactobacillus,1578,"Diabetes Mellitus, Type 2",MESH:D003924
Nickel,935,[Ni],Escherichia coli,562,"Diabetes Mellitus, Type 2",MESH:D003924
Nickel,935,[Ni],Escherichia coli,562,Pneumonia,MESH:D011014
Nickel,935,[Ni],Lactobacillus,1578,Breast Neoplasms,MESH:D001943
Nickel,935,[Ni],Escherichia coli,562,Breast Neoplasms,MESH:D001943
Oxacillin sodium,23667631,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].[Na+],Streptococcus salivarius,1304,Cholestasis,MESH:D002779
Oxacillin sodium,23667631,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].[Na+],Coprococcus comes,410072,Cholestasis,MESH:D002779
Clomipramine hydrochloride,68539,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl.Cl,Prevotella copri,165179,Autistic Disorder,MESH:D001321
Teicoplanin,133065662,CCCCCCCCCC(=O)NC1C(C(C(OC1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)C(C6C(=O)NC(C7=C(C(=CC(=C7)O)OC8C(C(C(C(O8)CO)O)O)O)C9=C(C=CC(=C9)C(C(=O)N6)NC(=O)C4NC(=O)C1C2=CC(=CC(=C2)OC2=C(C=CC(=C2)C(C(=O)NC(CC2=CC(=C(O3)C=C2)Cl)C(=O)N1)N)O)O)O)C(=O)O)OC1C(C(C(C(O1)CO)O)O)NC(=O)C)Cl)CO)O)O,Staphylococcus,1279,"Cholangitis, Sclerosing",MESH:D015209
Teicoplanin,133065662,CCCCCCCCCC(=O)NC1C(C(C(OC1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)C(C6C(=O)NC(C7=C(C(=CC(=C7)O)OC8C(C(C(C(O8)CO)O)O)O)C9=C(C=CC(=C9)C(C(=O)N6)NC(=O)C4NC(=O)C1C2=CC(=CC(=C2)OC2=C(C=CC(=C2)C(C(=O)NC(CC2=CC(=C(O3)C=C2)Cl)C(=O)N1)N)O)O)O)C(=O)O)OC1C(C(C(C(O1)CO)O)O)NC(=O)C)Cl)CO)O)O,Streptococcus,1301,"Cholangitis, Sclerosing",MESH:D015209
Teicoplanin,133065662,CCCCCCCCCC(=O)NC1C(C(C(OC1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)C(C6C(=O)NC(C7=C(C(=CC(=C7)O)OC8C(C(C(C(O8)CO)O)O)O)C9=C(C=CC(=C9)C(C(=O)N6)NC(=O)C4NC(=O)C1C2=CC(=CC(=C2)OC2=C(C=CC(=C2)C(C(=O)NC(CC2=CC(=C(O3)C=C2)Cl)C(=O)N1)N)O)O)O)C(=O)O)OC1C(C(C(C(O1)CO)O)O)NC(=O)C)Cl)CO)O)O,Enterococcus,1350,"Cholangitis, Sclerosing",MESH:D015209
