,MESH:D003967,MESH:D006333,MESH:D000544,MESH:D006973,MESH:D013281,MESH:D002779,MESH:D001528,MESH:D007511,MESH:D008113,MESH:D009765,MESH:D008103,MESH:D011225,MESH:D005356,MESH:D011014,MESH:D010033,MESH:D013262,MESH:D007239,MESH:D012852,MESH:D014397,MESH:D001281,MESH:D029424,MESH:D011695,MESH:D004415,MESH:D003424,MESH:D015212,MESH:D001987,MESH:D003093,MESH:D003092,MESH:D010195,MESH:D000292,MESH:D003110,MESH:D006501,MESH:D000437,MESH:D001927,MESH:D010518,MESH:D005757,MESH:D003015,MESH:D004697,MESH:D006069,MESH:D001289,MESH:D008180,MESH:D012559,MESH:D018805,MESH:D004696,MESH:D010051,MESH:D001943,MESH:D005355,MESH:D005221,MESH:D015179,MESH:D012393,MESH:D000152,MESH:D001172,MESH:D008175,MESH:D003876,MESH:D003327,MESH:D006528,MESH:D001249,MESH:D013274,MESH:D001749,MESH:D008881,MESH:D050197,MESH:D006967,MESH:D000083242,MESH:D005759,MESH:D002546,MESH:D009080,MESH:D010190,MESH:D003324,MESH:D010300,MESH:D001171,MESH:D003731,MESH:D003924,MESH:D016640,MESH:D009157,MESH:D009103,MESH:D002446,MESH:D011565,MESH:D015209,MESH:D000690,MESH:D003550,MESH:D012004,MESH:D009062,MESH:D065626,MESH:D010610,MESH:D009845,MESH:D004938,MESH:D002583,MESH:D007822,MESH:D047928,MESH:D014062,MESH:D011704,MESH:D006980,MESH:D013927,MESH:D017497,MESH:D019693,MESH:D006816,MESH:D013119,MESH:D003248,MESH:D015658,MESH:D006943,MESH:D010024,MESH:D013964,MESH:D003922,MESH:D012859,MESH:D000067877,MESH:D002318,MESH:D010019,MESH:D001321,MESH:D000163,MESH:D054198,MESH:D000086382,MESH:D018442,MESH:D002481,MESH:D004761,MESH:D014552,MESH:D002292,MESH:D007669,MESH:D045169,MESH:D006949,MESH:D001170,MESH:D001714,MESH:D011471,MESH:D011085,MESH:D012595,MESH:D051436,MESH:D006526,MESH:D020345,MESH:D006258,MESH:D003865,MESH:D052878,MESH:D053713,MESH:D006509,MESH:D016889,MESH:D018856,MESH:D014890,MESH:D010392,MESH:D016585,MESH:D056586,MESH:D007918,MESH:D013167,MESH:D015352,MESH:D024821,MESH:D017726,MESH:D015535,MESH:D007634,MESH:D008105,MESH:D014376,MESH:D010510,MESH:D011236,MESH:D015817,MESH:D010003,MESH:D013585,MESH:D000077195,MESH:D010505,MESH:D005706
MESH:D015179,0.0,0.0,0.0,0.0,0.0,0.015113,0.0,0.0,0.12974,0.0,0.022075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061538,0.094382,0.0,0.093023,0.1457,0.025445,0.0,0.67576,0.0076775,0.0,0.0,0.0,0.026374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01992,0.059603,0.0,0.0,1.0,0.0,0.0,0.0,0.017893,0.0,0.0,0.067591,0.0,0.21847,0.011292,0.0,0.0,0.0,0.0,0.076336,0.0,0.0,0.10744,0.0,0.0,0.0,0.0,0.0,0.0,0.016058,0.0,0.061002,0.0,0.010025,0.0,0.018083,0.67576,0.033113,0.015113,0.0161,0.0,0.20908,0.0080754,0.014827,0.0,0.017751,0.0,0.0,0.0,0.0,0.0087912,0.0,0.0,0.0,0.0,0.0,0.0,0.027322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051458,0.0,0.0037951,0.0,0.054054,0.0,0.0067797,0.0,0.0,0.0,0.0,0.0,0.012312,0.0085324,0.0,0.0,0.0070053,0.061538,0.068702,0.0,0.0,0.0,0.0070053,0.0092736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010545,0.0,0.0,0.0,0.0,0.0,0.0,0.03268,0.0,0.069272
MESH:D012393,0.0,0.0,0.0,0.0,0.0,0.0,0.087591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072816,0.0,0.0,0.0,0.0,0.0,0.07563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095238,0.0,0.0,0.0,0.0,0.2093,0.0,0.0,0.0,1.0,0.21951,0.042254,0.0,0.10843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15517,0.0,0.0,0.0,0.042254,0.0,0.0,0.0,0.0,0.0,0.0,0.31034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099668,0.2093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESH:D000152,0.0,0.0,0.0,0.0,0.0,0.0,0.051836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038793,0.0,0.0,0.0,0.0,0.0,0.045455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054545,0.0,0.0,0.0,0.0,0.10714,0.0,0.0,0.0,0.21951,1.0,0.02381,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084507,0.0,0.0,0.0,0.02381,0.0,0.0,0.0,0.0,0.0,0.0,0.14286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050992,0.10714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESH:D001172,0.0,0.0,0.0,0.0,0.0,0.0,0.013722,0.0,0.0,0.0,0.0,0.0,0.12245,0.0,0.0,0.030822,0.0,0.0,0.0,0.0,0.0,0.030864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24706,0.0,0.0,0.0,0.0,0.023256,0.0,0.0,0.0,0.042254,0.02381,1.0,0.0,0.039683,0.0,0.0,0.022222,0.0,0.0,0.0,0.0,0.086957,0.0,0.0,0.0,0.019802,0.0,0.0,0.0,0.4386,0.0,0.0,0.0,0.0625,0.073892,0.0,0.027778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011583,0.13873,0.0,0.0,0.0,0.025237,0.0,0.034483,0.0,0.1194,0.5777,0.0,0.0,0.034884,0.0,0.016925,0.021097,0.0,0.020335,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.17857,0.0,0.0,0.0,0.10843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088795,0.16279,0.0,0.0,0.0,0.09627,0.0,0.0,0.0,0.14072,0.0,0.0,0.0,0.0,0.0,0.0,0.28235,0.14085,0.0,0.0,0.0
MESH:D008175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054545,0.0,0.0,0.0,0.0,0.14724,0.0,0.0,0.0,0.040609,0.12323,0.0,0.125,0.0,0.0,0.0,0.0,0.072072,0.0,0.0,0.0,0.0,0.01594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030928,0.10638,0.0,0.0,0.017893,0.0,0.0,0.0,1.0,0.0,0.0,0.029557,0.10309,0.030612,0.019169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041475,0.0,0.0,0.0,0.0,0.0,0.0,0.027237,0.0,0.0,0.0,0.0,0.0,0.12565,0.01594,0.06383,0.0,0.030928,0.0,0.040359,0.015734,0.13761,0.0,0.035714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0097087,0.06383,0.008427,0.0,0.0,0.0,0.012605,0.0,0.046921,0.0,0.0,0.0,0.021429,0.014458,0.0,0.0,0.0,0.0,0.13514,0.0,0.0,0.0,0.0,0.018908,0.0,0.087591,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.030612
MESH:D003876,0.0,0.0,0.0,0.0,0.0,0.0,0.1141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10443,0.0,0.0,0.0,0.0,0.0,0.068966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061856,0.0,0.0,0.0,0.0,0.061224,0.0,0.0,0.0,0.10843,0.0625,0.039683,0.0,1.0,0.0,0.0,0.084337,0.0,0.0,0.0,0.0,0.18519,0.0,0.0,0.0,0.053097,0.0,0.0,0.0,0.039683,0.0,0.0,0.0,0.012821,0.013216,0.0,0.071429,0.0,0.0,0.073171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031802,0.030457,0.035714,0.0,0.0,0.017595,0.0,0.0,0.0,0.026667,0.021875,0.0,0.0,0.0,0.0,0.010568,0.011494,0.0,0.0096567,0.024096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049904,0.091837,0.0,0.028939,0.0,0.0,0.0,0.0,0.0,0.034816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071429,0.0
MESH:D003327,0.0,0.2093,0.0,0.2093,0.0,0.0,0.050955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10169,0.0,0.044776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082353,0.0,0.0,0.0,0.0,0.0,0.2093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.10112,0.0,0.074689,0.0,0.074689,0.082192,0.0,0.59184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESH:D006528,0.0,0.0,0.0,0.0,0.0,0.026667,0.0,0.0,0.60891,0.0,0.10112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01676,0.022989,0.0,0.012987,0.022472,0.040541,0.0,0.059688,0.042453,0.0,0.0,0.0,0.01676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027439,0.08427,0.0,0.0,0.067591,0.0,0.0,0.0,0.029557,0.0,0.0,1.0,0.0,0.11159,0.017143,0.0,0.0,0.0,0.0,0.040541,0.0,0.0,0.15354,0.0,0.0,0.0,0.0,0.0,0.0,0.02381,0.0,0.016575,0.0,0.019868,0.0,0.026316,0.059688,0.050562,0.08,0.025974,0.0,0.11154,0.013932,0.023529,0.0,0.029268,0.0,0.0,0.0,0.0,0.050279,0.0,0.0,0.0,0.0,0.0,0.0,0.039823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020576,0.0,0.016279,0.0,0.014252,0.0,0.087563,0.0,0.0,0.0,0.0,0.0,0.018927,0.01227,0.0,0.0,0.037975,0.01676,0.10135,0.0,0.0,0.0,0.037975,0.016364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050847,0.0,0.0,0.0,0.0,0.0,0.0,0.12707,0.0,0.11159
MESH:D001249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10471,0.0,0.031142,0.0,0.035556,0.089787,0.0,0.17442,0.028037,0.0,0.0,0.0,0.17266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222,0.10309,0.084337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222,0.0,0.0,0.0,0.010526,0.01,0.0,0.0,0.0,0.0,0.091324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03252,0.0,0.0,0.0,0.0,0.0,0.0,0.029412,0.0,0.0,0.0,0.015924,0.0,0.0,0.0,0.025253,0.010239,0.0,0.0,0.0,0.0,0.0085349,0.008547,0.041825,0.006068,0.0,0.0,0.0,0.0,0.0,0.040302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072805,0.029586,0.0,0.070423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESH:D013274,0.0,0.0,0.0,0.0,0.0,0.027972,0.0,0.0,0.2,0.0,0.035088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052326,0.071856,0.0,0.040179,0.070175,0.042553,0.0,0.19321,0.014634,0.0,0.0,0.0,0.12209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028037,0.087719,0.0,0.0,0.21847,0.0,0.0,0.0,0.030612,0.0,0.0,0.11159,0.0,1.0,0.017493,0.0,0.0,0.0,0.0,0.12766,0.0,0.0,0.15789,0.0,0.0,0.0,0.0,0.0,0.0,0.02439,0.0,0.051724,0.0,0.020833,0.0,0.027149,0.19321,0.052632,0.027972,0.026786,0.0,0.33597,0.014241,0.024194,0.0,0.030303,0.0,0.0,0.0,0.0,0.017442,0.0,0.0,0.0,0.0,0.0,0.0,0.041096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084746,0.0,0.0072115,0.0,0.044226,0.0,0.011628,0.0,0.0,0.0,0.0,0.0,0.019355,0.012632,0.0,0.0,0.013043,0.052326,0.10638,0.0,0.0,0.0,0.013043,0.016791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017467,0.0,0.0,0.0,0.0,0.0,0.0,0.051724,0.0,0.11504
MESH:D001749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028846,0.0,0.0,0.022989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028125,0.0098103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0079156,0.0,0.0,0.0,0.0,0.0,0.079909,0.052083,0.0,0.0,0.011292,0.0,0.0,0.0,0.019169,0.0,0.0,0.017143,0.0,0.017493,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024725,0.0,0.0,0.0,0.0,0.0,0.028213,0.017327,0.0,0.0,0.0,0.0,0.0,0.0,0.0098103,0.03125,0.0,0.017595,0.021944,0.024324,0.069284,0.016438,0.017208,0.019048,0.059861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069284,0.0,0.0,0.026786,0.0,0.0,0.0,0.0,0.0,0.0,0.0053135,0.0056657,0.0,0.0046154,0.0,0.0,0.16765,0.23214,0.055828,0.0,0.0,0.0,0.0,0.088993,0.025388,0.0,0.080395,0.0,0.0,0.05814,0.0,0.18038,0.021944,0.0,0.077922,0.19938,0.0,0.0,0.021672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030928,0.0,0.017493
MESH:D008881,0.0,0.0,0.09465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08502,0.0,0.52941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.074468,0.0,0.074468,0.0,0.0,0.0,0.078189,0.0,0.0,0.0,0.0,0.021898,0.020747,0.0,0.0,0.0,0.043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050109,0.085202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESH:D050197,0.0,0.084746,0.0,0.25424,0.0,0.0,0.043165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032967,0.0,0.037344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034965,0.0,0.0,0.0,0.0,0.0,0.084746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10112,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.064171,0.0,0.064171,0.07563,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESH:D006967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14851,0.0,0.0,0.0,0.0,0.0,0.12821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086957,0.0,0.18519,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086957,0.0,0.0,0.0,0.050505,0.079646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14458,0.0,0.0,0.0,0.052863,0.0,0.0,0.0,0.10811,0.048544,0.0,0.0,0.0,0.0,0.037807,0.061224,0.0,0.069328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068259,0.14634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESH:D000083242,0.0,0.055249,0.07541,0.16575,0.0,0.0,0.0375,0.0,0.0,0.0,0.0,0.0,0.017301,0.0,0.0,0.0,0.0,0.0,0.0,0.02449,0.0,0.033028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067961,0.0,0.34807,0.0,0.0,0.0,0.028653,0.0,0.0,0.0,0.0,0.0,0.055249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074689,0.0,0.0,0.0,0.0,0.074468,0.064171,0.0,1.0,0.0,0.232,0.059801,0.0,0.039604,0.062295,0.0,0.0,0.0,0.0,0.019027,0.016502,0.0,0.0,0.0,0.036855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097297,0.0,0.0,0.044146,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESH:D005759,0.0,0.0,0.0,0.0,0.0,0.10345,0.0,0.0,0.072727,0.0,0.093023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4023,0.5122,0.0,0.2518,0.48837,0.14286,0.0,0.074896,0.041667,0.0,0.0,0.0,0.4023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076336,0.0,0.0,0.0,0.0,0.0,0.0,0.040541,0.0,0.12766,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.049383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16854,0.0,0.084746,0.0,0.058824,0.074896,0.0,0.10345,0.0,0.0,0.10714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034483,0.4023,0.0,0.0,0.0,0.0,0.034483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042553
MESH:D002546,0.0,0.055249,0.07541,0.16575,0.0,0.0,0.0375,0.0,0.0,0.0,0.0,0.0,0.017301,0.0,0.0,0.0,0.0,0.0,0.0,0.02449,0.0,0.033028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067961,0.0,0.34807,0.0,0.0,0.0,0.028653,0.0,0.0,0.0,0.0,0.0,0.055249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074689,0.0,0.0,0.0,0.0,0.074468,0.064171,0.0,0.232,0.0,1.0,0.059801,0.0,0.039604,0.062295,0.0,0.0,0.0,0.0,0.019027,0.016502,0.0,0.0,0.0,0.036855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097297,0.0,0.0,0.044146,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESH:D009080,0.0,0.051724,0.0,0.15517,0.0,0.0,0.21092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033835,0.0,0.0,0.0,0.027027,0.0,0.2047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.041667,0.0,0.0,0.051724,0.0,0.082192,0.0,0.0,0.0,0.15517,0.084507,0.019802,0.0,0.053097,0.082192,0.0,0.0,0.0,0.0,0.0,0.07563,0.0,0.059801,0.0,0.059801,1.0,0.0,0.050847,0.0,0.019802,0.0,0.0,0.0,0.0,0.0,0.0,0.10169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10169,0.038627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111,0.0,0.17308,0.0,0.0,0.0,0.07109,0.0,0.069672,0.030151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1829,0.082192,0.0,0.019157,0.0,0.0,0.0,0.0,0.0,0.043165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESH:D010190,0.0,0.0,0.0,0.0,0.0,0.036585,0.0,0.0,0.24074,0.0,0.041667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025907,0.031915,0.0,0.020408,0.03125,0.14815,0.0,0.10218,0.022124,0.0,0.0,0.0,0.025907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15205,0.09375,0.0,0.0,0.10744,0.0,0.0,0.0,0.041475,0.0,0.0,0.15354,0.0,0.15789,0.024725,0.0,0.0,0.0,0.0,0.049383,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.041451,0.035874,0.032468,0.0,0.025641,0.0,0.030303,0.0,0.099174,0.10218,0.0625,0.036585,0.036735,0.0,0.15328,0.022255,0.033457,0.0,0.041096,0.0,0.049383,0.0,0.0,0.025907,0.0,0.0,0.0,0.0,0.0,0.0,0.21667,0.036199,0.0,0.0,0.0,0.0,0.0,0.0,0.011673,0.0,0.010917,0.0,0.022272,0.0,0.018382,0.0,0.0,0.0,0.0,0.0,0.02719,0.034816,0.0,0.0,0.01992,0.025907,0.11111,0.0,0.0,0.0,0.01992,0.025952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.041451,0.0,0.0,0.0,0.061538,0.0,0.15789
